DELTA-T LOGGER
R-Nachbau der Loggerdateien, um Delta-T Dateien oder anderen Loggerdateiformate mit Flag-Splaten in die Level2 Datenbank hochzuladen. Autor:Marvin Lorff, Ausgabe durch Funktion: write.fwf2()
01.01. 00:00
31.12. 23:30
Start_Year: 2020
Channel number,,,,,,,,,,,,,,
Sensor code,,,,,,,,,,,,,,
        Datum,    L,    K,   KR,   K15,   K30,   K60,  KR15,  KR30,  KR60,   L15,   L30,   L60,  batt
Units,,,,,,,,,,,,,,
Minimum value,,,,,,,,,,,,,,
Maximum value,,,,,,,,,,,,,,
22.09. 09:30 ,  0.0,  0.0,  0.0, 21.90, 12.83, 33.03, 14.86, 13.77, 29.60, 26.97, 13.24, 18.92, 12.81
22.09. 10:00 ,  0.0,  0.0,  0.0, 21.88, 12.81, 33.06, 14.86, 13.77, 29.60, 26.97, 13.24, 18.90, 12.81
22.09. 10:30 ,  0.0,  0.0,  0.0, 21.90, 12.83, 33.06, 14.86, 13.75, 29.60, 26.94, 13.24, 18.90, 12.81
22.09. 11:00 ,  0.0,  0.0,  0.0, 21.88, 12.83, 33.06, 14.86, 13.75, 29.58, 26.94, 13.22, 18.90, 12.81
22.09. 11:30 ,  0.0,  0.0,  0.0, 21.90, 12.81, 33.06, 14.84, 13.77, 29.58, 26.97, 13.22, 18.90, 12.81
22.09. 12:00 ,  0.0,  0.0,  0.0, 21.88, 12.81, 33.03, 14.84, 13.75, 29.58, 26.94, 13.24, 18.87, 12.81
22.09. 12:30 ,  0.0,  0.0,  0.0, 21.88, 12.81, 33.03, 14.86, 13.75, 29.58, 26.91, 13.22, 18.87, 12.81
22.09. 13:00 ,  0.0,  0.0,  0.0, 21.88, 12.81, 33.03, 14.84, 13.75, 29.58, 26.91, 13.22, 18.90, 12.81
22.09. 13:30 ,  0.0,  0.0,  0.0, 21.88, 12.83, 33.03, 14.82, 13.75, 29.58, 26.89, 13.22, 18.87, 12.81
22.09. 14:00 ,  0.0,  0.0,  0.0, 21.85, 12.81, 33.03, 14.84, 13.75, 29.58, 26.89, 13.20, 18.90, 12.81
22.09. 14:30 ,  0.0,  0.0,  0.0, 21.85, 12.81, 33.06, 14.82, 13.77, 29.58, 26.91, 13.20, 18.90, 12.81
22.09. 15:00 ,  0.0,  0.0,  0.0, 21.88, 12.81, 33.03, 14.82, 13.75, 29.58, 26.89, 13.20, 18.90, 12.82
22.09. 15:30 ,  0.0,  0.0,  0.0, 21.85, 12.81, 33.06, 14.82, 13.75, 29.58, 26.89, 13.20, 18.87, 12.82
22.09. 16:00 ,  0.0,  0.0,  0.0, 21.85, 12.81, 33.03, 14.80, 13.75, 29.55, 26.86, 13.20, 18.87, 12.82
22.09. 16:30 ,  0.0,  0.0,  0.0, 21.83, 12.81, 33.03, 14.80, 13.75, 29.55, 26.86, 13.20, 18.87, 12.82
22.09. 17:00 ,  0.0,  0.0,  0.0, 21.85, 12.81, 33.06, 14.80, 13.75, 29.55, 26.86, 13.17, 18.87, 12.82
22.09. 17:30 ,  0.0,  0.0,  0.0, 21.85, 12.81, 33.06, 14.80, 13.75, 29.55, 26.86, 13.17, 18.87, 12.82
22.09. 18:00 ,  5.0,  4.4,  2.8, 31.95, 21.25, 33.06, 15.13, 13.73, 29.55, 28.35, 13.17, 18.85, 12.82
22.09. 18:30 , 13.4, 12.4, 12.2, 33.65, 30.13, 33.94, 22.04, 13.75, 29.55, 34.59, 16.20, 18.87, 12.82
22.09. 19:00 ,  3.4,  3.1,  3.3, 33.20, 28.96, 34.71, 22.23, 14.69, 29.60, 35.03, 17.45, 18.85, 12.82
22.09. 19:30 ,  0.0,  0.0,  0.1, 31.52, 26.04, 34.79, 21.55, 17.34, 29.65, 34.62, 17.43, 18.87, 12.82
22.09. 20:00 ,  0.1,  0.0,  0.1, 30.92, 24.60, 34.85, 21.18, 18.36, 29.71, 34.37, 17.34, 18.90, 12.82
22.09. 20:30 ,  0.0,  0.0,  0.0, 30.55, 23.95, 34.91, 20.99, 18.71, 29.71, 34.20, 17.29, 18.99, 12.82
22.09. 21:00 ,  0.0,  0.0,  0.0, 30.27, 23.55, 34.93, 20.83, 18.83, 29.76, 34.08, 17.22, 19.08, 12.82
22.09. 21:30 ,  0.0,  0.0,  0.0, 29.99, 23.18, 34.96, 20.71, 18.87, 29.78, 34.02, 17.18, 19.15, 12.82
22.09. 22:00 ,  0.0,  0.0,  0.0, 29.86, 22.85, 34.99, 20.60, 18.87, 29.81, 33.91, 17.15, 19.27, 12.81
22.09. 22:30 ,  0.0,  0.0,  0.1, 29.73, 22.60, 35.03, 20.53, 18.87, 29.86, 33.85, 17.13, 19.34, 12.81
22.09. 23:00 ,  0.0,  0.0,  0.0, 29.65, 22.39, 35.03, 20.43, 18.83, 29.86, 33.83, 17.13, 19.41, 12.81
22.09. 23:30 ,  0.0,  0.1,  0.0, 29.55, 22.23, 35.06, 20.36, 18.78, 29.91, 33.77, 17.08, 19.50, 12.81
23.09. 00:00 ,  0.0,  0.0,  0.0, 29.42, 22.04, 35.06, 20.32, 18.76, 29.94, 33.74, 17.08, 19.55, 12.81
23.09. 00:30 ,  0.0,  0.0,  0.0, 29.35, 21.88, 35.10, 20.27, 18.69, 29.94, 33.68, 17.06, 19.64, 12.81
23.09. 01:00 ,  0.0,  0.0,  0.0, 29.27, 21.74, 35.14, 20.18, 18.66, 29.94, 33.65, 17.04, 19.67, 12.81
23.09. 01:30 ,  0.0,  0.0,  0.0, 29.14, 21.60, 35.14, 20.13, 18.59, 29.94, 33.60, 17.01, 19.76, 12.81
23.09. 02:00 ,  0.0,  0.0,  0.0, 29.07, 21.48, 35.17, 20.11, 18.55, 29.96, 33.60, 17.01, 19.80, 12.81
23.09. 02:30 ,  0.0,  0.0,  0.0, 29.01, 21.36, 35.10, 20.04, 18.50, 30.01, 33.54, 16.99, 19.83, 12.81
23.09. 03:00 ,  0.0,  0.0,  0.0, 28.96, 21.22, 35.17, 19.99, 18.46, 29.99, 33.54, 16.99, 19.87, 12.81
23.09. 03:30 ,  0.0,  0.0,  0.0, 28.89, 21.11, 35.14, 19.97, 18.41, 29.99, 33.48, 16.99, 19.92, 12.81
23.09. 04:00 ,  0.0,  0.0,  0.0, 28.83, 20.99, 35.14, 19.94, 18.39, 30.04, 33.51, 16.97, 19.97, 12.81
23.09. 04:30 ,  0.0,  0.0,  0.0, 28.81, 20.90, 35.17, 19.92, 18.32, 30.04, 33.46, 16.94, 19.99, 12.81
23.09. 05:00 ,  0.0,  0.0,  0.0, 28.73, 20.81, 35.14, 19.85, 18.27, 30.04, 33.46, 16.94, 20.04, 12.81
23.09. 05:30 ,  0.0,  0.0,  0.0, 28.71, 20.71, 35.14, 19.83, 18.22, 30.04, 33.40, 16.92, 20.06, 12.81
23.09. 06:00 ,  0.0,  0.0,  0.0, 28.66, 20.62, 35.14, 19.80, 18.22, 30.07, 33.40, 16.92, 20.11, 12.81
23.09. 06:30 ,  0.0,  0.0,  0.0, 28.63, 20.53, 35.17, 19.78, 18.15, 30.07, 33.40, 16.90, 20.11, 12.81
23.09. 07:00 ,  0.0,  0.0,  0.0, 28.58, 20.46, 35.17, 19.73, 18.11, 30.07, 33.34, 16.90, 20.15, 12.81
23.09. 07:30 ,  0.0,  0.0,  0.0, 28.53, 20.39, 35.14, 19.71, 18.08, 30.10, 33.31, 16.87, 20.18, 12.81
23.09. 08:00 ,  0.0,  0.0,  0.0, 28.48, 20.29, 35.14, 19.69, 18.04, 30.10, 33.31, 16.87, 20.18, 12.81
23.09. 08:30 ,  0.0,  0.0,  0.0, 28.42, 20.22, 35.14, 19.67, 18.01, 30.10, 33.31, 16.87, 20.22, 12.81
23.09. 09:00 ,  0.0,  0.0,  0.0, 28.40, 20.15, 35.10, 19.64, 17.97, 30.13, 33.29, 16.87, 20.22, 12.81
23.09. 09:30 ,  0.0,  0.0,  0.0, 28.40, 20.08, 35.10, 19.62, 17.94, 30.13, 33.26, 16.85, 20.25, 12.81
23.09. 10:00 ,  0.0,  0.0,  0.0, 28.35, 20.04, 35.14, 19.57, 17.92, 30.13, 33.26, 16.83, 20.29, 12.81
23.09. 10:30 ,  0.0,  0.0,  0.0, 28.30, 19.97, 35.10, 19.57, 17.87, 30.13, 33.23, 16.83, 20.29, 12.80
23.09. 11:00 ,  0.0,  0.0,  0.0, 28.25, 19.90, 35.10, 19.53, 17.87, 30.13, 33.23, 16.80, -0.22, 12.80
23.09. 11:30 ,  0.0,  0.0,  0.0, 28.25, 19.80, 35.06, 19.53, 17.80, 30.16, 33.20, 16.80, -0.22, 12.81
23.09. 12:00 ,  0.0,  0.0,  0.0, 28.17, 19.76, 35.06, 19.50, 17.78, 30.16, 33.17, 16.80, -0.22, 12.81
23.09. 12:30 ,  0.0,  0.0,  0.0, 28.12, 19.69, 35.10, 19.48, 17.78, 30.16, 33.14, 16.78, -0.22, 12.81
23.09. 13:00 ,  0.0,  0.0,  0.0, 28.07, 19.62, 35.06, 19.46, 17.76, 30.16, 33.14, 16.78, -0.22, 12.81
23.09. 13:30 ,  0.0,  0.0,  0.0, 28.02, 19.57, 35.06, 19.43, 17.71, 30.16, 33.11, 16.78, -0.22, 12.80
23.09. 14:00 ,  0.0,  0.0,  0.0, 28.02, 19.50, 35.06, 19.41, 17.69, 30.18, 33.11, 16.76, 20.41, 12.80
23.09. 14:30 ,  0.0,  0.0,  0.0, 27.96, 19.43, 35.06, 19.39, 17.66, 30.18, 33.09, 16.76, 20.43, 12.80
23.09. 15:00 ,  0.0,  0.0,  0.0, 27.94, 19.36, 35.06, 19.39, 17.64, 30.18, 33.06, 16.73, 20.43, 12.81
23.09. 15:30 ,  0.0,  0.0,  0.1, 27.91, 19.32, 35.06, 19.34, 17.62, 30.18, 33.03, 16.71, 20.46, 12.81
23.09. 16:00 ,  0.0,  0.0,  0.0, 27.86, 19.27, 35.06, 19.36, 17.59, 30.18, 33.03, 16.71, 20.46, 12.81
23.09. 16:30 ,  0.0,  0.0,  0.0, 27.84, 19.20, 35.03, 19.32, 17.57, 30.21, 33.00, 16.71, 20.50, 12.81
23.09. 17:00 ,  0.0,  0.0,  0.0, 27.81, 19.15, 35.03, 19.29, 17.57, 30.21, 32.97, 16.69, 20.50, 12.82
23.09. 17:30 ,  0.0,  0.0,  0.0, 27.79, 19.11, 35.03, 19.27, 17.55, 30.21, 32.97, 16.69, 20.50, 12.81
23.09. 18:00 ,  0.0,  0.0,  0.0, 27.76, 19.06, 35.06, 19.27, 17.50, 30.21, 32.94, 16.66, 20.53, 12.81
23.09. 18:30 ,  0.0,  0.0,  0.0, 27.71, 19.01, 35.03, 19.25, 17.48, 30.21, 32.94, 16.64, 20.53, 12.81
23.09. 19:00 ,  0.0,  0.0,  0.0, 27.68, 18.94, 35.03, 19.25, 17.48, 30.21, 32.92, 16.64, 20.55, 12.81
23.09. 19:30 ,  0.0,  0.0,  0.0, 27.68, 18.90, 35.06, 19.20, 17.45, 30.18, 32.89, 16.62, 20.55, 12.81
23.09. 20:00 ,  0.0,  0.0,  0.0, 27.63, 18.85, 34.99, 19.20, 17.43, 30.21, 32.89, 16.62, 20.55, 12.81
23.09. 20:30 ,  0.0,  0.0,  0.0, 27.61, 18.80, 35.03, 19.18, 17.38, 30.21, 32.86, 16.62, 20.55, 12.81
23.09. 21:00 ,  0.0,  0.0,  0.0, 27.58, 18.76, 35.03, 19.15, 17.38, 30.21, 32.86, 16.59, 20.57, 12.81
23.09. 21:30 ,  0.0,  0.0,  0.0, 27.55, 18.69, 34.96, 19.13, 17.36, 30.21, 32.86, 16.59, 20.60, 12.81
23.09. 22:00 ,  0.0,  0.0,  0.0, 27.53, 18.66, 34.96, 19.13, 17.34, 30.21, 32.83, 16.57, 20.62, 12.80
23.09. 22:30 ,  0.0,  0.0,  0.0, 27.50, 18.62, 34.93, 19.11, 17.31, 30.21, 32.80, 16.57, 20.60, 12.81
23.09. 23:00 ,  0.0,  0.0,  0.0, 27.48, 18.57, 34.96, 19.08, 17.31, 30.24, 32.80, 16.55, 20.62, 12.80
23.09. 23:30 ,  0.0,  0.0,  0.0, 27.43, 18.52, 34.93, 19.08, 17.29, 30.21, 32.77, 16.55, 20.62, 12.80
24.09. 00:00 ,  0.0,  0.0,  0.0, 27.40, 18.48, 34.96, 19.06, 17.27, 30.24, 32.77, 16.55, 20.64, 12.80
24.09. 00:30 ,  0.0,  0.0,  0.0, 27.38, 18.43, 34.94, 19.04, 17.24, 30.24, 32.74, 16.52, 20.64, 12.81
24.09. 01:00 ,  0.0,  0.0,  0.0, 27.35, 18.39, 34.94, 19.04, 17.24, 30.24, 32.74, 16.52, 20.62, 12.80
24.09. 01:30 ,  0.0,  0.0,  0.0, 27.32, 18.34, 34.91, 19.01, 17.22, 30.24, 32.72, 16.50, 20.64, 12.79
24.09. 02:00 ,  0.0,  0.0,  0.0, 27.30, 18.29, 34.91, 18.99, 17.22, 30.21, 32.69, 16.50, 20.67, 12.79
24.09. 02:30 ,  0.0,  0.0,  0.0, 27.27, 18.25, 34.94, 18.99, 17.18, 30.21, 32.72, 16.50, 20.64, 12.80
24.09. 03:00 ,  0.0,  0.0,  0.0, 27.27, 18.22, 34.91, 18.99, 17.18, 30.24, 32.66, 16.48, 20.69, 12.79
24.09. 03:30 ,  0.0,  0.0,  0.0, 27.25, 18.18, 34.88, 18.97, 17.15, 30.21, 32.66, 16.48, 20.67, 12.79
24.09. 04:00 ,  0.0,  0.0,  0.0, 27.22, 18.13, 34.91, 18.94, 17.15, 30.24, 32.63, 16.45, 20.69, 12.79
24.09. 04:30 ,  0.0,  0.0,  0.0, 27.17, 18.06, 34.91, 18.94, 17.11, 30.21, 32.63, 16.45, 20.69, 12.79
24.09. 05:00 ,  0.0,  0.0,  0.0, 27.14, 18.04, 34.88, 18.94, 17.08, 30.24, 32.63, 16.45, 20.69, 12.79
24.09. 05:30 ,  0.0,  0.0,  0.0, 27.09, 17.99, 34.88, 18.94, 17.08, 30.27, 32.63, 16.43, 20.71, 12.80
24.09. 06:00 ,  0.0,  0.0,  0.0, 27.09, 17.94, 34.85, 18.90, 17.06, 30.24, 32.60, 16.43, 20.71, 12.80
24.09. 06:30 ,  0.0,  0.0,  0.0, 27.07, 17.90, 34.85, 18.87, 17.04, 30.24, 32.57, 16.43, 20.74, 12.81
24.09. 07:00 ,  0.0,  0.0,  0.0, 27.04, 17.87, 34.85, 18.85, 17.01, 30.24, 32.57, 16.41, 20.71, 12.80
24.09. 07:30 ,  0.0,  0.0,  0.0, 27.02, 17.83, 34.82, 18.85, 17.01, 30.27, 32.55, 16.41, 20.71, 12.80
24.09. 08:00 ,  0.0,  0.0,  0.0, 26.99, 17.80, 34.82, 18.85, 17.01, 30.24, 32.55, 16.41, 20.74, 12.79
24.09. 08:30 ,  0.0,  0.1,  0.0, 26.97, 17.73, 34.85, 18.83, 16.99, 30.27, 32.52, 16.38, 20.74, 12.79
24.09. 09:00 ,  0.1,  0.0,  0.0, 26.94, 17.71, 34.82, 18.85, 16.97, 30.24, 32.55, 16.36, 20.74, 12.79
24.09. 09:30 ,  0.0,  0.0,  0.0, 26.91, 17.69, 34.82, 18.80, 16.97, 30.24, 32.55, 16.36, 20.74, 12.80
24.09. 10:00 ,  0.0,  0.0,  0.0, 26.89, 17.64, 34.82, 18.80, 16.94, 30.24, 32.49, 16.36, 20.74, 12.79
24.09. 10:30 ,  0.0,  0.0,  0.0, 26.86, 17.59, 34.82, 18.78, 16.92, 30.27, 32.49, 16.36, 20.74, 12.79
24.09. 11:00 ,  0.0,  0.0,  0.0, 26.84, 17.55, 34.79, 18.78, 16.92, 30.24, 32.46, 16.34, 20.74, 12.79
24.09. 11:30 ,  0.0,  0.0,  0.0, 26.81, 17.50, 34.79, 18.78, 16.92, 30.24, 32.46, 16.31, 20.76, 12.79
24.09. 12:00 ,  0.0,  0.0,  0.0, 26.79, 17.48, 34.76, 18.76, 16.90, 30.24, 32.46, 16.31, 20.76, 12.79
24.09. 12:30 ,  0.0,  0.0,  0.0, 26.79, 17.45, 34.79, 18.76, 16.87, 30.24, 32.40, 16.31, 20.76, 12.79
24.09. 13:00 ,  0.0,  0.0,  0.0, 26.76, 17.41, 34.76, 18.73, 16.85, 30.24, 32.40, 16.29, 20.76, 12.79
24.09. 13:30 ,  0.0,  0.0,  0.0, 26.74, 17.38, 34.74, 18.73, 16.85, 30.24, 32.40, 16.27, 20.76, 12.79
24.09. 14:00 ,  0.0,  0.0,  0.0, 26.71, 17.34, 34.76, 18.69, 16.83, 30.24, 32.38, 16.27, 20.76, 12.79
24.09. 14:30 ,  0.0,  0.0,  0.0, 26.68, 17.29, 34.74, 18.69, 16.83, 30.24, 32.38, 16.27, 20.78, 12.80
24.09. 15:00 ,  0.0,  0.0,  0.0, 26.66, 17.24, 34.76, 18.71, 16.80, 30.24, 32.35, 16.24, 20.78, 12.79
24.09. 15:30 ,  0.0,  0.0,  0.0, 26.63, 17.22, 34.74, 18.66, 16.80, 30.27, 32.35, 16.24, 20.76, 12.79
24.09. 16:00 ,  0.0,  0.0,  0.0, 26.61, 17.18, 34.76, 18.66, 16.78, 30.24, 32.35, 16.22, 20.78, 12.79
24.09. 16:30 ,  0.0,  0.0,  0.0, 26.61, 17.15, 34.71, 18.66, 16.78, 30.27, 32.29, 16.20, 20.78, 12.80
24.09. 17:00 ,  0.0,  0.0,  0.0, 26.58, 17.13, 34.74, 18.64, 16.76, 30.27, 32.26, 16.20, 20.78, 12.80
24.09. 17:30 ,  0.1,  0.1,  0.0, 26.56, 17.08, 34.74, 18.64, 16.73, 30.24, 32.26, 16.20, 20.78, 12.80
24.09. 18:00 ,  0.9,  1.5,  0.3, 26.56, 17.06, 34.74, 18.62, 16.73, 30.24, 32.26, 16.20, 20.78, 12.81
24.09. 18:30 ,  2.2,  1.2,  1.2, 26.51, 17.04, 34.71, 18.66, 16.73, 30.24, 32.26, 16.17, 20.78, 12.79
24.09. 19:00 ,  0.2,  0.1,  0.2, 26.56, 16.99, 34.74, 19.06, 16.71, 30.24, 32.29, 16.17, 20.78, 12.80
24.09. 19:30 ,  0.0,  0.0,  0.1, 26.63, 16.99, 34.71, 19.41, 16.71, 30.24, 32.35, 16.15, 20.81, 12.80
24.09. 20:00 ,  9.1,  8.5, 11.8, 31.86, 32.57, 34.71, 24.76, 16.69, 30.24, 32.69, 16.17, 20.81, 12.80
24.09. 20:30 ,  3.3,  3.1,  3.8, 32.01, 30.04, 35.10, 23.60, 27.48, 30.27, 34.42, 18.69, 20.83, 12.80
24.09. 21:00 ,  0.2,  0.1,  0.4, 31.49, 28.37, 35.54, 22.97, 26.43, 34.02, 34.76, 19.08, 20.85, 12.80
24.09. 21:30 ,  0.0,  0.0,  0.0, 31.04, 27.14, 35.80, 22.57, 25.35, 35.36, 34.79, 19.08, 20.92, 12.80
24.09. 22:00 ,  0.0,  0.0,  0.1, 30.75, 26.22, 35.91, 22.34, 24.65, 35.83, 34.79, 18.99, 21.08, 12.80
24.09. 22:30 ,  0.1,  0.1,  0.1, 30.55, 25.46, 36.05, 22.18, 24.16, 35.94, 34.76, 18.92, 21.27, 12.79
24.09. 23:00 ,  0.0,  0.0,  0.0, 30.38, 24.81, 36.16, 22.06, 23.78, 35.83, 34.76, 18.85, 21.53, 12.79
24.09. 23:30 ,  0.0,  0.0,  0.0, 30.24, 24.48, 36.23, 22.02, 23.46, 35.76, 34.71, 18.78, 21.85, 12.79
25.09. 00:00 ,  0.0,  0.1,  0.1, 30.16, 24.04, 36.31, 21.90, 23.25, 35.65, 34.68, 18.73, 22.20, 12.79
25.09. 00:30 ,  0.0,  0.0,  0.0, 30.01, 23.67, 36.34, 21.83, 23.02, 35.54, 34.65, 18.69, 22.55, 12.79
25.09. 01:00 ,  0.0,  0.0,  0.0, 29.94, 23.44, 36.42, 21.76, 22.81, 35.43, 34.59, 18.62, 22.88, 12.79
25.09. 01:30 ,  0.0,  0.0,  0.0, 29.86, 23.16, 36.42, 21.69, 22.64, 35.39, 34.57, 18.59, 23.13, 12.79
25.09. 02:00 ,  0.0,  0.0,  0.0, 29.78, 22.99, 36.42, 21.64, 22.50, 35.28, 34.54, 18.52, 23.39, 12.79
25.09. 02:30 ,  0.2,  0.1,  0.1, 29.71, 22.78, 36.49, 21.60, 22.36, 35.21, 34.51, 18.52, 23.55, 12.78
25.09. 03:00 ,  1.9,  1.8,  2.5, 29.65, 22.64, 36.49, 21.69, 22.25, 35.14, 34.48, 18.48, 23.71, 12.79
25.09. 03:30 ,  0.6,  0.6,  0.9, 30.07, 22.55, 36.49, 23.11, 22.16, 35.10, 34.59, 18.50, 23.83, 12.78
25.09. 04:00 ,  0.5,  0.5,  0.6, 30.44, 22.81, 36.53, 23.16, 22.20, 35.06, 34.71, 18.59, 23.92, 12.79
25.09. 04:30 ,  0.0,  0.0,  0.2, 30.55, 23.23, 36.53, 22.99, 22.39, 34.99, 34.85, 18.69, 24.02, 12.79
25.09. 05:00 ,  0.0,  0.0,  0.0, 30.53, 23.44, 36.56, 22.81, 22.64, 35.03, 34.88, 18.71, 24.11, 12.78
25.09. 05:30 ,  0.0,  0.0,  0.1, 30.44, 23.46, 36.56, 22.62, 22.85, 35.06, 34.91, 18.73, 24.20, 12.78
25.09. 06:00 ,  0.1,  0.0,  0.0, 30.36, 23.41, 36.64, 22.50, 22.95, 35.14, 34.91, 18.76, 24.27, 12.78
25.09. 06:30 ,  0.0,  0.0,  0.0, 30.27, 23.32, 36.67, 22.39, 23.02, 35.17, 34.88, 18.76, 24.32, 12.78
25.09. 07:00 ,  0.0,  0.0,  0.0, 30.18, 23.20, 36.71, 22.27, 22.99, 35.21, 34.85, 18.71, 24.39, 12.78
25.09. 07:30 ,  0.0,  0.0,  0.0, 30.10, 23.06, 36.71, 22.20, 22.95, 35.17, 34.85, 18.71, 24.41, 12.78
25.09. 08:00 ,  0.0,  0.0,  0.0, 30.04, 22.95, 36.75, 22.16, 22.92, 35.25, 34.82, 18.69, 24.48, 12.78
25.09. 08:30 ,  0.0,  0.0,  0.0, 29.96, 22.81, 36.71, 22.06, 22.85, 35.21, 34.82, 18.66, 24.51, 12.78
25.09. 09:00 ,  0.0,  0.0,  0.0, 29.91, 22.69, 36.75, 21.99, 22.76, 35.21, 34.79, 18.62, 24.53, 12.77
25.09. 09:30 ,  0.0,  0.0,  0.0, 29.86, 22.57, 36.78, 21.95, 22.67, 35.21, 34.76, 18.62, 24.55, 12.77
25.09. 10:00 ,  0.0,  0.0,  0.0, 29.83, 22.46, 36.75, 21.88, 22.57, 35.17, 34.74, 18.57, 24.55, 12.77
25.09. 10:30 ,  0.0,  0.0,  0.0, 29.78, 22.36, 36.75, 21.85, 22.50, 35.17, 34.68, 18.55, 24.55, 12.78
25.09. 11:00 ,  0.0,  0.0,  0.0, 29.76, 22.27, 36.75, 21.78, 22.41, 35.21, 34.68, 18.52, 24.58, 12.78
25.09. 11:30 ,  0.0,  0.0,  0.0, 29.68, 22.16, 36.78, 21.74, 22.32, 35.14, 34.65, 18.52, 24.58, 12.78
25.09. 12:00 ,  0.0,  0.0,  0.0, 29.65, 22.09, 36.75, 21.69, 22.25, 35.10, 34.65, 18.48, 24.58, 12.76
25.09. 12:30 ,  0.2,  0.2,  0.1, 29.60, 21.97, 36.78, 21.64, 22.16, 35.10, 34.59, 18.48, 24.58, 12.77
25.09. 13:00 ,  0.4,  0.5,  0.1, 29.58, 21.85, 36.78, 21.62, 22.09, 35.06, 34.57, 18.45, 24.55, 12.77
25.09. 13:30 ,  0.0,  0.0,  0.2, 29.53, 21.74, 36.75, 21.64, 21.99, 34.99, 34.57, 18.41, 24.55, 12.77
25.09. 14:00 ,  0.0,  0.0,  0.0, 29.50, 21.64, 36.75, 21.67, 21.92, 34.99, 34.54, 18.41, 24.55, 12.77
25.09. 14:30 ,  0.0,  0.0,  0.0, 29.47, 21.55, 36.75, 21.64, 21.85, 34.96, 34.51, 18.41, 24.55, 12.76
25.09. 15:00 ,  0.0,  0.0,  0.0, 29.45, 21.48, 36.75, 21.67, 21.81, 34.94, 34.48, 18.36, 24.53, 12.77
25.09. 15:30 ,  0.0,  0.0,  0.0, 29.45, 21.39, 36.71, 21.62, 21.74, 34.91, 34.45, 18.36, 24.55, 12.76
25.09. 16:00 ,  0.0,  0.0,  0.0, 29.42, 21.34, 36.71, 21.60, 21.67, 34.88, 34.45, 18.32, 24.48, 12.76
25.09. 16:30 ,  0.3,  0.2,  0.1, 29.40, 21.27, 36.75, 21.57, 21.62, 34.85, 34.42, 18.32, 24.48, 12.77
25.09. 17:00 ,  0.0,  0.0,  0.0, 29.40, 21.18, 36.71, 21.57, 21.55, 34.85, 34.39, 18.27, 24.48, 12.77
25.09. 17:30 ,  0.0,  0.0,  0.1, 29.35, 21.11, 36.67, 21.57, 21.48, 34.79, 34.39, 18.27, 24.46, 12.78
25.09. 18:00 ,  1.9,  1.8,  2.0, 29.32, 21.04, 36.67, 21.55, 21.48, 34.79, 34.37, 18.25, 24.46, 12.77
25.09. 18:30 ,  1.2,  1.2,  2.2, 29.83, 21.01, 36.67, 23.74, 21.39, 34.76, 34.54, 18.25, 24.44, 12.78
25.09. 19:00 ,  0.1,  0.1,  0.2, 30.44, 21.39, 36.67, 23.39, 21.36, 34.76, 34.74, 18.34, 24.41, 12.77
25.09. 19:30 ,  0.1,  0.0,  0.0, 30.55, 21.90, 36.64, 23.16, 21.41, 34.74, 34.88, 18.43, 24.44, 12.76
25.09. 20:00 ,  0.0,  0.1,  0.1, 30.53, 22.23, 36.60, 22.97, 21.53, 34.74, 34.96, 18.48, 24.41, 12.76
25.09. 20:30 ,  0.0,  0.0,  0.0, 30.50, 22.41, 36.60, 22.83, 21.69, 34.76, 34.99, 18.55, 24.44, 12.77
25.09. 21:00 ,  0.3,  0.2,  0.2, 30.41, 22.46, 36.64, 22.71, 21.85, 34.76, 35.06, 18.59, 24.44, 12.77
25.09. 21:30 ,  0.0,  0.0,  0.1, 30.36, 22.48, 36.64, 22.67, 21.99, 34.79, 35.03, 18.59, 24.46, 12.76
25.09. 22:00 ,  0.0,  0.0,  0.0, 30.30, 22.46, 36.67, 22.62, 22.11, 34.82, 35.03, 18.62, 24.46, 12.77
25.09. 22:30 ,  0.0,  0.0,  0.1, 30.24, 22.43, 36.67, 22.55, 22.18, 34.82, 35.03, 18.62, 24.48, 12.76
25.09. 23:00 ,  0.0,  0.0,  0.0, 30.21, 22.39, 36.67, 22.50, 22.25, 34.82, 35.03, 18.62, 24.51, 12.76
25.09. 23:30 ,  0.0,  0.1,  0.0, 30.16, 22.32, 36.71, 22.41, 22.27, 34.82, 34.99, 18.62, 24.51, 12.76
26.09. 00:00 ,  0.0,  0.0,  0.0, 30.10, 22.25, 36.67, 22.36, 22.29, 34.88, 34.99, 18.62, 24.53, 12.76
26.09. 00:30 ,  0.0,  0.0,  0.0, 30.07, 22.18, 36.71, 22.32, 22.32, 34.85, 34.96, 18.59, 24.55, 12.76
26.09. 01:00 ,  0.0,  0.0,  0.1, 30.01, 22.11, 36.71, 22.25, 22.32, 34.85, 34.96, 18.59, 24.55, 12.76
26.09. 01:30 ,  0.1,  0.0,  0.0, 29.99, 22.04, 36.71, 22.20, 22.32, 34.88, 34.94, 18.57, 24.58, 12.76
26.09. 02:00 ,  0.0,  0.0,  0.0, 29.94, 21.97, 36.75, 22.16, 22.29, 34.85, 34.91, 18.57, 24.58, 12.76
26.09. 02:30 ,  0.0,  0.0,  0.0, 29.88, 21.88, 36.75, 22.13, 22.29, 34.85, 34.91, 18.57, 24.58, 12.76
26.09. 03:00 ,  0.0,  0.0,  0.0, 29.86, 21.83, 36.71, 22.06, 22.25, 34.85, 34.88, 18.57, 24.60, 12.76
